preset_name,driver_mod_c,chamfer_length,driver_mod_a,thread_angle,head_type,runout_length,root_weight,shank_length,screw_taper_factor,nut_diameter,tolerance,head_diameter,head_mod_a,driver_mod_e,starts,head_length,chamfer,crest_weight,driver_diameter,custom_thread_profile,head_subdiv,head_mod_b,driver_mod_b,chamfer_divisions,driver_mod_d,trim,pitch,head_mod_c,minor_diameter,major_diameter,driver_type,driver_depth,length,driver_mod_f,scale,runout_offset,thread_resolution,thumb
3D Print FIne 10M Hex,1.0,2.0,15.0,1.0471975803375244,HEX,0.0,0.20000000298023224,1.0,0.33000001311302185,1.0,0.0,18.899999618530273,0.0,1.0,1,6.400000095367432,0.7853981852531433,0.20000000298023224,1.5,True,0,18.0,1.600000023841858,0,1.0,0.0,2.0,8.75,8.0,10.0,NONE,1.399999976158142,20.0,6,1.0,0.0,32,3D_Print_FIne_10M_Hex
