preset_name,scale,starts,root_weight,head_diameter,head_mod_a,driver_mod_e,driver_mod_f,head_subdiv,chamfer,driver_mod_c,major_diameter,head_type,driver_diameter,length,driver_type,driver_depth,runout_offset,head_mod_b,tolerance,chamfer_divisions,shank_length,head_length,driver_mod_d,minor_diameter,trim,driver_mod_a,thread_angle,head_mod_c,driver_mod_b,thread_resolution,crest_weight,custom_thread_profile,chamfer_length,nut_diameter,pitch,screw_taper_factor,runout_length,thumb
Default,1.0,1,0.5,5.0,0.2199999988079071,1.0,6,0,0.2617993950843811,1.0,10.0,NONE,1.5,10.0,NONE,0.30000001192092896,0.0,1.0,0.0,0,1.0,1.0,1.0,1.2000000476837158,0.0,1.0,1.0471975803375244,1.0,1.0,32,0.5,False,0.0,20.0,1.25,0.33000001311302185,0.0,Default
