preset_name,head_diameter,head_subdiv,head_mod_a,head_mod_b,head_length,head_type,head_mod_c,thumb
Hex & Washer 10M,18.899999618530273,2,0.5,12.869999885559082,6.400000095367432,HEX_WASHER,1.25,Hex___Washer_10M
