preset_name,head_diameter,head_subdiv,head_mod_a,head_mod_b,head_length,head_type,head_mod_c,thumb
Socked Bevel 10M,18.899999618530273,1,2.2100000381469727,18.0,6.400000095367432,SOCKED,8.75,Socked_Bevel_10M
