preset_name,head_diameter,head_subdiv,head_mod_a,head_mod_b,head_length,head_type,head_mod_c,thumb
Hex Bevel,18.899999618530273,0,0.5,18.0,6.400000095367432,HEX,8.75,Hex_Bevel
