preset_name,head_diameter,head_subdiv,head_mod_a,head_mod_b,head_length,head_type,head_mod_c,thumb
Carriage 10m,18.899999618530273,0,0.5,15.0,5.0,CARRIAGE,6.400000095367432,Carriage_10m
