preset_name,head_diameter,head_subdiv,head_mod_a,head_mod_b,head_length,head_type,head_mod_c,thumb
Flat 10M,5.0,1,0.0,1.9170005321502686,6.400000095367432,FLAT,8.75,Flat_10M
