preset_name,runout_length,chamfer,custom_thread_profile,head_subdiv,thread_angle,crest_weight,driver_diameter,starts,head_type,driver_depth,trim,minor_diameter,driver_mod_b,major_diameter,head_mod_c,driver_mod_e,runout_offset,driver_mod_a,head_diameter,screw_taper_factor,driver_type,scale,thread_resolution,head_mod_a,pitch,root_weight,head_length,length,driver_mod_f,chamfer_divisions,tolerance,head_mod_b,driver_mod_d,driver_mod_c,shank_length,chamfer_length,thumb
Default,0.0,0.2617993950843811,False,1,1.0471975803375244,0.5,0.8100000023841858,1,FLAT,3.0,0.0,1.2000000476837158,2.0,7.101999759674072,1.0,0.4000000059604645,0.0,10.0,3.550999879837036,0.3499999940395355,CROSS,1.0,32,0.0,3.0,0.5,4.0,35.0,6,0,0.0,2.0199999809265137,2.0,8.0,7.779999732971191,0.0,Default
