preset_name,runout_length,chamfer,custom_thread_profile,head_subdiv,thread_angle,crest_weight,driver_diameter,starts,head_type,driver_depth,trim,minor_diameter,driver_mod_b,major_diameter,head_mod_c,driver_mod_e,runout_offset,driver_mod_a,head_diameter,screw_taper_factor,driver_type,scale,thread_resolution,head_mod_a,pitch,root_weight,head_length,length,driver_mod_f,chamfer_divisions,tolerance,head_mod_b,driver_mod_d,driver_mod_c,shank_length,chamfer_length,thumb
Default,0.0,0.7853981852531433,False,0,1.0471975803375244,0.5,1.5,1,HEX,1.399999976158142,0.0,1.2000000476837158,1.600000023841858,10.0,8.75,1.0,0.0,15.0,18.899999618530273,0.33000001311302185,NONE,1.0,32,0.5,1.25,0.5,6.400000095367432,20.0,6,0,0.0,18.0,1.0,1.0,1.0,1.0,Default
