preset_name,driver_mod_c,driver_type,driver_mod_e,driver_mod_a,driver_depth,driver_mod_f,driver_mod_b,driver_mod_d,driver_diameter,thumb
Robertson Bit,1.0,POLYGON,1.0,15.0,3.0,4,1.600000023841858,1.0,10.0,Robertson_Bit
